,id,home_country_id,name,code,no_response,created_at,updated_at
954,955,104,Chandigarh,CH:IN,0,2017-08-17 01:20:34,2017-08-17 01:20:34
955,956,104,Chhattisgarh,CT:IN,0,2017-08-17 01:20:34,2017-08-17 01:20:34
956,957,104,Daman and Diu,DD:IN,0,2017-08-17 01:20:34,2017-08-17 01:20:34
957,958,104,National Capital Territory of Delhi,DL:IN,0,2017-08-17 01:20:34,2017-08-17 01:20:34
958,959,104,Dadra and Nagar Haveli,DN:IN,0,2017-08-17 01:20:34,2017-08-17 01:20:34
959,960,104,Goa,GA:IN,0,2017-08-17 01:20:34,2017-08-17 01:20:34
960,961,104,Gujarat,GJ:IN,0,2017-08-17 01:20:34,2017-08-17 01:20:34
961,962,104,Himachal Pradesh,HP:IN,0,2017-08-17 01:20:34,2017-08-17 01:20:34
962,963,104,Haryana,HR:IN,0,2017-08-17 01:20:34,2017-08-17 01:20:34
963,964,104,Jharkhand,JH:IN,0,2017-08-17 01:20:34,2017-08-17 01:20:34
964,965,104,Kashmir,JK:IN,0,2017-08-17 01:20:34,2017-08-17 01:20:34
965,966,104,Karnataka,KA:IN,0,2017-08-17 01:20:34,2017-08-17 01:20:34
966,967,104,Kerala,KL:IN,0,2017-08-17 01:20:34,2017-08-17 01:20:34
967,968,104,Laccadives,LD:IN,0,2017-08-17 01:20:34,2017-08-17 01:20:34
968,969,104,Maharashtra,MH:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
969,970,104,Meghalaya,ML:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
970,971,104,Manipur,MN:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
971,972,104,Madhya Pradesh,MP:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
972,973,104,Mizoram,MZ:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
973,974,104,Nagaland,NL:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
974,975,104,Odisha,OR:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
975,976,104,Punjab,PB:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
976,977,104,Union Territory of Puducherry,PY:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
977,978,104,Rajasthan,RJ:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
978,979,104,Sikkim,SK:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
979,980,104,Telangana,TG:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
980,981,104,Tamil Nadu,TN:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
981,982,104,Tripura,TR:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
982,983,104,Uttar Pradesh,UP:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
983,984,104,Uttarakhand,UT:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
984,985,104,West Bengal,WB:IN,0,2017-08-17 01:20:35,2017-08-17 01:20:35
985,986,104,I prefer not to specify the state,__:IN,1,2017-08-17 01:20:35,2017-08-17 01:20:35
986,987,105,not applicable,--:IO,0,2017-08-17 01:20:36,2017-08-17 01:20:36
987,988,106,Anbar,AN:IQ,0,2017-08-17 01:20:36,2017-08-17 01:20:36
988,989,106,Muhafazat Arbil,AR:IQ,0,2017-08-17 01:20:36,2017-08-17 01:20:36
989,990,106,Basra,BA:IQ,0,2017-08-17 01:20:36,2017-08-17 01:20:36
990,991,106,Muhafazat Babil,BB:IQ,0,2017-08-17 01:20:36,2017-08-17 01:20:36
991,992,106,Baghdad,BG:IQ,0,2017-08-17 01:20:37,2017-08-17 01:20:37
992,993,106,Muhafazat Karbala,KA:IQ,0,2017-08-17 01:20:37,2017-08-17 01:20:37
993,994,106,Kirkuk,KI:IQ,0,2017-08-17 01:20:37,2017-08-17 01:20:37
994,995,106,Maysan,MA:IQ,0,2017-08-17 01:20:37,2017-08-17 01:20:37
995,996,106,An Najaf,NA:IQ,0,2017-08-17 01:20:37,2017-08-17 01:20:37
996,997,106,Muhafazat Ninawa,NI:IQ,0,2017-08-17 01:20:37,2017-08-17 01:20:37
997,998,106,Salah ad Din,SD:IQ,0,2017-08-17 01:20:37,2017-08-17 01:20:37
998,999,106,Muhafazat as Sulaymaniyah,SU:IQ,0,2017-08-17 01:20:37,2017-08-17 01:20:37
999,1000,106,Muhafazat Wasit,WA:IQ,0,2017-08-17 01:20:37,2017-08-17 01:20:37
1000,1001,106,I prefer not to specify the state,__:IQ,1,2017-08-17 01:20:37,2017-08-17 01:20:37
1001,1002,107,East Azerbaijan,01:IR,0,2017-08-17 01:20:37,2017-08-17 01:20:37
1002,1003,107,Ostan-e Azarbayjan-e Gharbi,02:IR,0,2017-08-17 01:20:37,2017-08-17 01:20:37
1003,1004,107,Ostan-e Ardabil,03:IR,0,2017-08-17 01:20:37,2017-08-17 01:20:37
1004,1005,107,Isfahan,04:IR,0,2017-08-17 01:20:37,2017-08-17 01:20:37
1005,1006,107,Ostan-e Ilam,05:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1006,1007,107,Bushehr,06:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1007,1008,107,Ostan-e Tehran,07:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1008,1009,107,Chaharmahal and Bakhtiari,08:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1009,1010,107,Khuzestan,10:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1010,1011,107,Zanjan,11:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1011,1012,107,Semnān,12:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1012,1013,107,Fars,14:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1013,1014,107,Kerman,15:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1014,1015,107,Ostan-e Kordestan,16:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1015,1016,107,Ostan-e Kermanshah,17:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1016,1017,107,Ostan-e Gilan,19:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1017,1018,107,Māzandarān,21:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1018,1019,107,Markazi,22:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1019,1020,107,Hormozgan,23:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1020,1021,107,Ostan-e Hamadan,24:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1021,1022,107,Yazd,25:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1022,1023,107,Ostan-e Golestan,27:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1023,1024,107,Ostan-e Qazvin,28:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1024,1025,107,Ostan-e Khorasan-e Jonubi,29:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1025,1026,107,Razavi Khorasan,30:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1026,1027,107,Ostan-e Khorasan-e Shomali,31:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1027,1028,107,Alborz,32:IR,0,2017-08-17 01:20:38,2017-08-17 01:20:38
1028,1029,107,I prefer not to specify the state,__:IR,1,2017-08-17 01:20:38,2017-08-17 01:20:38
1029,1030,108,Capital Region,1:IS,0,2017-08-17 01:20:39,2017-08-17 01:20:39
1030,1031,108,Southern Peninsula,2:IS,0,2017-08-17 01:20:39,2017-08-17 01:20:39
1031,1032,108,West,3:IS,0,2017-08-17 01:20:39,2017-08-17 01:20:39
1032,1033,108,Northwest,5:IS,0,2017-08-17 01:20:39,2017-08-17 01:20:39
1033,1034,108,Northeast,6:IS,0,2017-08-17 01:20:39,2017-08-17 01:20:39
1034,1035,108,East,7:IS,0,2017-08-17 01:20:40,2017-08-17 01:20:40
1035,1036,108,South,8:IS,0,2017-08-17 01:20:40,2017-08-17 01:20:40
1036,1037,108,I prefer not to specify the state,__:IS,1,2017-08-17 01:20:40,2017-08-17 01:20:40
1037,1038,109,Piedmont,21:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1038,1039,109,Aosta Valley,23:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1039,1040,109,Lombardy,25:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1040,1041,109,Trentino-Alto Adige,32:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1041,1042,109,Veneto,34:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1042,1043,109,Friuli Venezia Giulia,36:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1043,1044,109,Liguria,42:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1044,1045,109,Emilia-Romagna,45:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1045,1046,109,Tuscany,52:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1046,1047,109,Umbria,55:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1047,1048,109,The Marches,57:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1048,1049,109,Latium,62:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1049,1050,109,Abruzzo,65:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1050,1051,109,Molise,67:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1051,1052,109,Campania,72:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1052,1053,109,Apulia,75:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1053,1054,109,Basilicate,77:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1054,1055,109,Calabria,78:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1055,1056,109,Sicily,82:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1056,1057,109,Sardinia,88:IT,0,2017-08-17 01:20:41,2017-08-17 01:20:41
1057,1058,109,I prefer not to specify the state,__:IT,1,2017-08-17 01:20:41,2017-08-17 01:20:41
1058,1059,110,not applicable,--:JE,0,2017-08-17 01:20:42,2017-08-17 01:20:42
1059,1060,111,Kingston,01:JM,0,2017-08-17 01:20:43,2017-08-17 01:20:43
1060,1061,111,Saint Mary,05:JM,0,2017-08-17 01:20:43,2017-08-17 01:20:43
1061,1062,111,Parish of Saint Ann,06:JM,0,2017-08-17 01:20:43,2017-08-17 01:20:43
1062,1063,111,Saint James,08:JM,0,2017-08-17 01:20:43,2017-08-17 01:20:43
1063,1064,111,Westmoreland,10:JM,0,2017-08-17 01:20:43,2017-08-17 01:20:43
1064,1065,111,Saint Elizabeth,11:JM,0,2017-08-17 01:20:43,2017-08-17 01:20:43
1065,1066,111,Manchester,12:JM,0,2017-08-17 01:20:43,2017-08-17 01:20:43
1066,1067,111,Clarendon,13:JM,0,2017-08-17 01:20:43,2017-08-17 01:20:43
1067,1068,111,Saint Catherine,14:JM,0,2017-08-17 01:20:43,2017-08-17 01:20:43
1068,1069,111,I prefer not to specify the state,__:JM,1,2017-08-17 01:20:43,2017-08-17 01:20:43
1069,1070,112,Ajloun,AJ:JO,0,2017-08-17 01:20:43,2017-08-17 01:20:43
1070,1071,112,Amman Governorate,AM:JO,0,2017-08-17 01:20:43,2017-08-17 01:20:43
1071,1072,112,Aqaba,AQ:JO,0,2017-08-17 01:20:43,2017-08-17 01:20:43
1072,1073,112,Tafielah,AT:JO,0,2017-08-17 01:20:44,2017-08-17 01:20:44
1073,1074,112,Zarqa,AZ:JO,0,2017-08-17 01:20:44,2017-08-17 01:20:44
1074,1075,112,Balqa,BA:JO,0,2017-08-17 01:20:44,2017-08-17 01:20:44
1075,1076,112,Irbid,IR:JO,0,2017-08-17 01:20:44,2017-08-17 01:20:44
1076,1077,112,Jerash,JA:JO,0,2017-08-17 01:20:44,2017-08-17 01:20:44
1077,1078,112,Karak,KA:JO,0,2017-08-17 01:20:44,2017-08-17 01:20:44
1078,1079,112,Mafraq,MA:JO,0,2017-08-17 01:20:44,2017-08-17 01:20:44
1079,1080,112,Madaba,MD:JO,0,2017-08-17 01:20:44,2017-08-17 01:20:44
1080,1081,112,Ma’an,MN:JO,0,2017-08-17 01:20:44,2017-08-17 01:20:44
1081,1082,112,I prefer not to specify the state,__:JO,1,2017-08-17 01:20:44,2017-08-17 01:20:44
1082,1083,113,Hokkaido,01:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1083,1084,113,Aomori,02:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1084,1085,113,Iwate,03:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1085,1086,113,Miyagi,04:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1086,1087,113,Akita,05:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1087,1088,113,Yamagata,06:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1088,1089,113,Fukushima-ken,07:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1089,1090,113,Ibaraki,08:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1090,1091,113,Tochigi,09:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1091,1092,113,Gunma,10:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1092,1093,113,Saitama,11:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1093,1094,113,Chiba,12:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1094,1095,113,Tokyo,13:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1095,1096,113,Kanagawa,14:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1096,1097,113,Niigata,15:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1097,1098,113,Toyama,16:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1098,1099,113,Ishikawa,17:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1099,1100,113,Fukui,18:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1100,1101,113,Yamanashi,19:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1101,1102,113,Nagano,20:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1102,1103,113,Gifu,21:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1103,1104,113,Shizuoka,22:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1104,1105,113,Aichi,23:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1105,1106,113,Mie,24:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1106,1107,113,Shiga,25:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1107,1108,113,Kyoto,26:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1108,1109,113,Ōsaka,27:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1109,1110,113,Hyōgo,28:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1110,1111,113,Nara,29:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1111,1112,113,Wakayama,30:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1112,1113,113,Tottori,31:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1113,1114,113,Shimane,32:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1114,1115,113,Okayama,33:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1115,1116,113,Hiroshima,34:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1116,1117,113,Yamaguchi,35:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1117,1118,113,Tokushima,36:JP,0,2017-08-17 01:20:45,2017-08-17 01:20:45
1118,1119,113,Kagawa,37:JP,0,2017-08-17 01:20:46,2017-08-17 01:20:46
1119,1120,113,Ehime,38:JP,0,2017-08-17 01:20:46,2017-08-17 01:20:46
1120,1121,113,Kochi,39:JP,0,2017-08-17 01:20:46,2017-08-17 01:20:46
1121,1122,113,Fukuoka,40:JP,0,2017-08-17 01:20:46,2017-08-17 01:20:46
1122,1123,113,Saga,41:JP,0,2017-08-17 01:20:46,2017-08-17 01:20:46
1123,1124,113,Nagasaki,42:JP,0,2017-08-17 01:20:46,2017-08-17 01:20:46
1124,1125,113,Kumamoto,43:JP,0,2017-08-17 01:20:46,2017-08-17 01:20:46
1125,1126,113,Oita,44:JP,0,2017-08-17 01:20:46,2017-08-17 01:20:46
1126,1127,113,Miyazaki,45:JP,0,2017-08-17 01:20:46,2017-08-17 01:20:46
1127,1128,113,Kagoshima,46:JP,0,2017-08-17 01:20:46,2017-08-17 01:20:46
1128,1129,113,Okinawa,47:JP,0,2017-08-17 01:20:46,2017-08-17 01:20:46
1129,1130,113,I prefer not to specify the state,__:JP,1,2017-08-17 01:20:46,2017-08-17 01:20:46
1130,1131,114,Bomet District,02:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1131,1132,114,Embu District,06:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1132,1133,114,Garissa District,07:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1133,1134,114,Homa Bay District,08:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1134,1135,114,Kajiado District,10:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1135,1136,114,Kericho District,12:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1136,1137,114,Kiambu District,13:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1137,1138,114,Kisii District,16:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1138,1139,114,Kisumu,17:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1139,1140,114,Machakos District,22:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1140,1141,114,Mandera District,24:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1141,1142,114,Mombasa District,28:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1142,1143,114,Nairobi Province,30:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1143,1144,114,Nakuru District,31:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1144,1145,114,Narok District,33:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1145,1146,114,Nyeri District,36:KE,0,2017-08-17 01:20:47,2017-08-17 01:20:47
1146,1147,114,Uasin Gishu,44:KE,0,2017-08-17 01:20:48,2017-08-17 01:20:48
1147,1148,114,I prefer not to specify the state,__:KE,1,2017-08-17 01:20:48,2017-08-17 01:20:48
1148,1149,115,Batken,B:KG,0,2017-08-17 01:20:49,2017-08-17 01:20:49
1149,1150,115,Chuyskaya Oblast,C:KG,0,2017-08-17 01:20:49,2017-08-17 01:20:49
1150,1151,115,Gorod Bishkek,GB:KG,0,2017-08-17 01:20:49,2017-08-17 01:20:49
1151,1152,115,Jalal-Abad oblast,J:KG,0,2017-08-17 01:20:49,2017-08-17 01:20:49
1152,1153,115,Naryn oblast,N:KG,0,2017-08-17 01:20:49,2017-08-17 01:20:49
1153,1154,115,Osh Oblasty,O:KG,0,2017-08-17 01:20:49,2017-08-17 01:20:49
1154,1155,115,Talas,T:KG,0,2017-08-17 01:20:49,2017-08-17 01:20:49
1155,1156,115,Issyk-Kul,Y:KG,0,2017-08-17 01:20:49,2017-08-17 01:20:49
1156,1157,115,I prefer not to specify the state,__:KG,1,2017-08-17 01:20:49,2017-08-17 01:20:49
1157,1158,116,Banteay Meanchey,1:KH,0,2017-08-17 01:20:50,2017-08-17 01:20:50
1158,1159,116,Phnom Penh,12:KH,0,2017-08-17 01:20:50,2017-08-17 01:20:50
1159,1160,116,Preah Sihanouk,18:KH,0,2017-08-17 01:20:50,2017-08-17 01:20:50
1160,1161,116,Kandal,8:KH,0,2017-08-17 01:20:50,2017-08-17 01:20:50
1161,1162,116,I prefer not to specify the state,__:KH,1,2017-08-17 01:20:50,2017-08-17 01:20:50
1162,1163,117,Gilbert Islands,G:KI,0,2017-08-17 01:20:51,2017-08-17 01:20:51
1163,1164,118,Ndzuwani,A:KM,0,2017-08-17 01:20:52,2017-08-17 01:20:52
1164,1165,118,Grande Comore,G:KM,0,2017-08-17 01:20:52,2017-08-17 01:20:52
1165,1166,118,I prefer not to specify the state,__:KM,1,2017-08-17 01:20:52,2017-08-17 01:20:52
1166,1167,119,Saint George Basseterre,03:KN,0,2017-08-17 01:20:53,2017-08-17 01:20:53
1167,1168,119,Saint Mary Cayon,08:KN,0,2017-08-17 01:20:53,2017-08-17 01:20:53
1168,1169,119,Saint Paul Charlestown,10:KN,0,2017-08-17 01:20:53,2017-08-17 01:20:53
1169,1170,119,I prefer not to specify the state,__:KN,1,2017-08-17 01:20:53,2017-08-17 01:20:53
1170,1171,120,Pyongyang,01:KP,0,2017-08-17 01:20:54,2017-08-17 01:20:54
1171,1172,120,Chagang-do,04:KP,0,2017-08-17 01:20:54,2017-08-17 01:20:54
1172,1173,120,I prefer not to specify the state,__:KP,1,2017-08-17 01:20:54,2017-08-17 01:20:54
1173,1174,121,Seoul,11:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1174,1175,121,Busan,26:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1175,1176,121,Daegu,27:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1176,1177,121,Incheon,28:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1177,1178,121,Gwangju,29:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1178,1179,121,Daejeon,30:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1179,1180,121,Ulsan,31:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1180,1181,121,Gyeonggi-do,41:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1181,1182,121,Gangwon-do,42:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1182,1183,121,North Chungcheong,43:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1183,1184,121,Chungcheongnam-do,44:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1184,1185,121,Jeollabuk-do,45:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1185,1186,121,Jeollanam-do,46:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1186,1187,121,Gyeongsangbuk-do,47:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1187,1188,121,Gyeongsangnam-do,48:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1188,1189,121,Jeju-do,49:KR,0,2017-08-17 01:20:55,2017-08-17 01:20:55
1189,1190,121,Sejong-si,50:KR,0,2017-08-17 01:20:56,2017-08-17 01:20:56
1190,1191,121,I prefer not to specify the state,__:KR,1,2017-08-17 01:20:56,2017-08-17 01:20:56
1191,1192,122,Al Aḩmadī,AH:KW,0,2017-08-17 01:20:56,2017-08-17 01:20:56
1192,1193,122,Al Farwaniyah,FA:KW,0,2017-08-17 01:20:56,2017-08-17 01:20:56
1193,1194,122,Hawalli,HA:KW,0,2017-08-17 01:20:56,2017-08-17 01:20:56
1194,1195,122,Muhafazat al Jahra,JA:KW,0,2017-08-17 01:20:56,2017-08-17 01:20:56
1195,1196,122,Al Asimah,KU:KW,0,2017-08-17 01:20:56,2017-08-17 01:20:56
1196,1197,122,Mubārak al Kabīr,MU:KW,0,2017-08-17 01:20:56,2017-08-17 01:20:56
1197,1198,122,I prefer not to specify the state,__:KW,1,2017-08-17 01:20:56,2017-08-17 01:20:56
1198,1199,123,not applicable,--:KY,0,2017-08-17 01:20:57,2017-08-17 01:20:57
1199,1200,124,Aqmola Oblysy,AKM:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1200,1201,124,Aktyubinskaya Oblast,AKT:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1201,1202,124,Almaty Qalasy,ALA:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1202,1203,124,Almaty Oblysy,ALM:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1203,1204,124,Astana Qalasy,AST:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1204,1205,124,Atyrau Oblysy,ATY:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1205,1206,124,Qaraghandy Oblysy,KAR:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1206,1207,124,Qostanay Oblysy,KUS:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1207,1208,124,Qyzylorda Oblysy,KZY:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1208,1209,124,Mangistauskaya Oblast,MAN:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1209,1210,124,Pavlodar Oblysy,PAV:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1210,1211,124,North Kazakhstan,SEV:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1211,1212,124,East Kazakhstan,VOS:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1212,1213,124,South Kazakhstan,YUZ:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1213,1214,124,West Kazakhstan,ZAP:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1214,1215,124,Zhambyl Oblysy,ZHA:KZ,0,2017-08-17 01:20:58,2017-08-17 01:20:58
1215,1216,124,I prefer not to specify the state,__:KZ,1,2017-08-17 01:20:58,2017-08-17 01:20:58
1216,1217,125,Khammouan,KH:LA,0,2017-08-17 01:20:59,2017-08-17 01:20:59
1217,1218,125,Vientiane Prefecture,VT:LA,0,2017-08-17 01:20:59,2017-08-17 01:20:59
1218,1219,125,I prefer not to specify the state,__:LA,1,2017-08-17 01:20:59,2017-08-17 01:20:59
1219,1220,126,Mohafazat Aakkar,AK:LB,0,2017-08-17 01:21:00,2017-08-17 01:21:00
1220,1221,126,Mohafazat Liban-Nord,AS:LB,0,2017-08-17 01:21:00,2017-08-17 01:21:00
1221,1222,126,Beyrouth,BA:LB,0,2017-08-17 01:21:00,2017-08-17 01:21:00
1222,1223,126,Mohafazat Baalbek-Hermel,BH:LB,0,2017-08-17 01:21:00,2017-08-17 01:21:00
1223,1224,126,Mohafazat Beqaa,BI:LB,0,2017-08-17 01:21:00,2017-08-17 01:21:00
1224,1225,126,South Governorate,JA:LB,0,2017-08-17 01:21:00,2017-08-17 01:21:00
1225,1226,126,Mohafazat Mont-Liban,JL:LB,0,2017-08-17 01:21:00,2017-08-17 01:21:00
1226,1227,126,I prefer not to specify the state,__:LB,1,2017-08-17 01:21:00,2017-08-17 01:21:00
1227,1228,127,Anse-la-Raye,01:LC,0,2017-08-17 01:21:01,2017-08-17 01:21:01
1228,1229,127,Castries,02:LC,0,2017-08-17 01:21:01,2017-08-17 01:21:01
1229,1230,127,Choiseul,03:LC,0,2017-08-17 01:21:01,2017-08-17 01:21:01
1230,1231,127,Dennery,05:LC,0,2017-08-17 01:21:01,2017-08-17 01:21:01
1231,1232,127,Gros-Islet,06:LC,0,2017-08-17 01:21:01,2017-08-17 01:21:01
1232,1233,127,Laborie,07:LC,0,2017-08-17 01:21:01,2017-08-17 01:21:01
1233,1234,127,Micoud,08:LC,0,2017-08-17 01:21:01,2017-08-17 01:21:01
1234,1235,127,Soufriere,10:LC,0,2017-08-17 01:21:01,2017-08-17 01:21:01
1235,1236,127,Vieux-Fort,11:LC,0,2017-08-17 01:21:01,2017-08-17 01:21:01
1236,1237,127,Canaries,12:LC,0,2017-08-17 01:21:01,2017-08-17 01:21:01
1237,1238,127,I prefer not to specify the state,__:LC,1,2017-08-17 01:21:01,2017-08-17 01:21:01
1238,1239,128,Balzers,01:LI,0,2017-08-17 01:21:01,2017-08-17 01:21:01
